[  0] 0x7FF7E75AA667 Fallout4.exe+145A667	movzx edx, byte ptr [r8+0x1A] |  GameScript::BasicEventHandler::ProcessEvent(TESCombatEvent&,BSTEventSource<TESCombatEvent>*)_145A667 -> 1025656+0x57	movzx edx, byte ptr [r8+0x1A]
[114] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[115] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[116] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[117] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[118] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
[119] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[120] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[121] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[122] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[123] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
[124] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[125] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[126] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[127] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[128] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
[129] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[130] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[131] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[132] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[133] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
[134] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[135] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[136] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[137] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[138] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
[139] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[140] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[141] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[142] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[143] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
[144] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[145] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[146] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[147] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[148] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
[149] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[150] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[151] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[152] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[153] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
[154] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[155] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[156] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[157] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[158] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
[159] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[160] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[161] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[162] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[163] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
[164] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[165] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[166] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[167] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[168] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
[169] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[170] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[171] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[172] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[173] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
[174] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[175] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[176] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[177] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[178] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
[179] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[180] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[181] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[182] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[183] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
[184] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[185] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[186] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[187] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[188] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
[189] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[190] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[191] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[192] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[193] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
[194] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[195] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[196] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[197] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[198] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
[199] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[200] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[201] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[202] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[203] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
[204] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[205] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[206] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[207] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[208] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
[209] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[210] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[211] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[212] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[213] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
[214] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[215] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[216] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[217] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[218] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
[219] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[220] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[221] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[222] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[223] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
[224] 0x7FF7E6EE6379 Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379 -> 1367388+0x39	mov rbx, [rsp+0x58]
[225] 0x7FF7E6EBF5AF Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF -> 1249584+0x16F	mov rcx, [0x00007FF7EBA1EE98]
[226] 0x7FF7E6EBF2BE Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE -> 1104082+0xFE	mov rdi, [rbx+0x428]
[227] 0x7FF7E6F37D64 Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64 -> 782320+0x14	test bl, 0x01
[228] 0x7FF7E6173948 Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948 -> 1577322+0xD8	jmp 0x00007FF7E6173971
